accession_id	flesh_color	mosaic	maturity	flesh_depth	diam	len	set	plant_habit	PM	ribbing	uniformity	fruit_spot	vig	fruit_color
PI_357888	NA	4 – (1 = SLIGHT,  9 = SEVERE)	35	0.6	24	21	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	9 – EXCELLENT	1 – GRAY
PI_357889	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	38	1.1	32	19	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	9 – EXCELLENT	1 – GRAY
PI_357890	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	36	1	31	26	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	1 – GRAY
PI_357894	4 – MEDIUM ORANGE	9 – SEVERE	55	3.5	26	20	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357896	NA	4 – (1 = SLIGHT,  9 = SEVERE)	43	0.7	30	27	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357897	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	41	0.6	27	23	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	9 – EXCELLENT	1 – SLIGHT	9 – EXCELLENT	1 – GRAY
PI_357898	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	40	0.9	30	22	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	9 – EXCELLENT	1 – GRAY
PI_357899	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	44	0.6	25	18	1 – POOR	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357900	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	44	1	26	25	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357901	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	39	1.1	31	21	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	1 – POOR	5 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357902	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	63	3.5	30	24	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357903	5 – DARK ORANGE	9 – SEVERE	63	4	28	16	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357905	4 – MEDIUM ORANGE	9 – SEVERE	61	3.5	25	20	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357906	NA	4 – (1 = SLIGHT,  9 = SEVERE)	54	0.5	34	23	1 – POOR	2 – VINE	1 – SLIGHT	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	9 – EXCELLENT	1 – GRAY
PI_357907	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	41	1.1	30	29	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357908	2 – YELLOW-ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	44	0.5	27	20	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	9 – EXCELLENT	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357910	NA	3 – (1 = SLIGHT,  9 = SEVERE)	39	1.2	32	26	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357911	NA	4 – (1 = SLIGHT,  9 = SEVERE)	42	0.8	26	18	1 – POOR	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	1 – POOR	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_357912	4 – MEDIUM ORANGE	9 – SEVERE	39	3	20	19	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_357915	NA	4 – (1 = SLIGHT,  9 = SEVERE)	39	0.6	24	15	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	NA
PI_365106	OR – ORANGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI_368561	2 – YELLOW-ORANGE	1 – SLIGHT	62	2.5	20	25	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_368563	4 – MEDIUM ORANGE	8 – (1 = SLIGHT,  9 = SEVERE)	48	3.8	22	22	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	9 – SEVERE	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	8 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_368564	5 – DARK ORANGE	1 – SLIGHT	60	2.5	22	24	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_368565	5 – DARK ORANGE	1 – SLIGHT	58	2.5	23	18	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_368567	5 – DARK ORANGE	1 – SLIGHT	58	2	20	24	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	1 – SLIGHT	2 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_368570	3 – PALE ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)	58	3.2	25	23	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_368571	3 – PALE ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	62	2.4	24	20	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	1 – SLIGHT	4 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	NA
PI_368573	3 – PALE ORANGE	1 – SLIGHT	59	3.6	28	20	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	NA	9 – EXCELLENT	NA
PI_368575	3 – PALE ORANGE	9 – SEVERE	62	4.5	30	19	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_368576	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	59	2.2	21	17	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	NA
PI_368577	3 – PALE ORANGE	1 – SLIGHT	61	2.8	25	18	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	4 – (1 = POOR,  9 = EXCELLENT)	NA	4 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_368578	5 – DARK ORANGE	9 – SEVERE	60	4.5	28	32	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_368580	5 – DARK ORANGE	1 – SLIGHT	61	2.9	26	24	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_368582	1 – YELLOW	1 – SLIGHT	67	3.5	26	28	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	1 – SLIGHT	2 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA
PI_368583	2 – YELLOW-ORANGE	1 – SLIGHT	62	3.3	26	28	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	NA	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_370452	4 – MEDIUM ORANGE	1 – SLIGHT	56	3.5	30	18	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA
PI_370453	4 – MEDIUM ORANGE	NA	50	2.5	29	25	3 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_370456	3 – PALE ORANGE	NA	55	2.5	27	23	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_370458	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	55	3.2	26	21	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_370459	4 – MEDIUM ORANGE	9 – SEVERE	65	4	25	40	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA
PI_370460	5 – DARK ORANGE	9 – SEVERE	56	3.5	27	32	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA
PI_370461	4 – MEDIUM ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	59	2.5	24	20	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	NA
PI_379290	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	68	3	25	21	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	NA
PI_379291	6 – LIGHT GREEN	NA	59	3	27	18	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_379292	4 – MEDIUM ORANGE	8 – (1 = SLIGHT,  9 = SEVERE)	59	4	25	21	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	NA
PI_379294	4 – MEDIUM ORANGE	9 – SEVERE	50	3	23	18	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_379297	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	67	4	33	25	2 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_379298	4 – MEDIUM ORANGE	NA	59	3.2	22	19	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_379300	2 – YELLOW-ORANGE	NA	58	2.5	18	18	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_379301	OR – ORANGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI_379303	6 – LIGHT GREEN	NA	56	2.1	22	20	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_379304	3 – PALE ORANGE	NA	58	2.5	25	22	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_379305	OR – ORANGE	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
PI_407383	5 – DARK ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)	31	1.1	25	28	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_407385	3 – PALE ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	29	2.6	18	21	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	4 – (1 = SLIGHT,  9 = PRONOUNCED)	5 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA
PI_414676	4 – MEDIUM ORANGE	NA	30	1.3	12	15	9 – EXCELLENT	1 – BUSH	NA	7 – (1 = SLIGHT,  9 = PRONOUNCED)	4 – (1 = POOR,  9 = EXCELLENT)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA
PI_419080	5 – DARK ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)	42	2.5	20	21	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_419081	3 – PALE ORANGE	NA	51	3.5	28	25	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	NA	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE
PI_419138	3 – PALE ORANGE	NA	47	3	20	37	9 – EXCELLENT	2 – VINE	6 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA
PI_458660	5 – DARK ORANGE	NA	42	4.3	36	26	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	8 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	9 – EXCELLENT	1 – GRAY
PI_458661	5 – DARK ORANGE	2 – (1 = SLIGHT,  9 = SEVERE)	42	4.4	26	24	6 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	5 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	NA
PI_458662	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	37	2	19	14	9 – EXCELLENT	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA	9 – EXCELLENT	NA
PI_458663	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	33	2.4	23	17	8 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – WHITE
PI_458664	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	35	2.1	20	13	9 – EXCELLENT	2 – VINE	3 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_458666	5 – DARK ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	39	3.3	31	19	5 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	7 – (1 = SLIGHT,  9 = SEVERE)	6 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	NA	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_458670	4 – MEDIUM ORANGE	3 – (1 = SLIGHT,  9 = SEVERE)	39	4.5	30	25	7 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	2 – (1 = SLIGHT,  9 = SEVERE)	7 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	8 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_458672	4 – MEDIUM ORANGE	7 – (1 = SLIGHT,  9 = SEVERE)	48	4.5	27	13	9 – EXCELLENT	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	9 – PRONOUNCED	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	3 – ORANGE
PI_458673	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	36	2	15	7	9 – EXCELLENT	1 – BUSH	5 – (1 = SLIGHT,  9 = SEVERE)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	2 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	NA
PI_458675	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	35	4.5	18	8	9 – EXCELLENT	1 – BUSH	7 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_458676	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	37	4.5	18	9	8 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	1 – SLIGHT	6 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	7 – (1 = POOR,  9 = EXCELLENT)	1 – GRAY
PI_458677	4 – MEDIUM ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	28	3.5	18	9	6 – (1 = POOR,  9 = EXCELLENT)	1 – BUSH	1 – SLIGHT	3 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_458678	2 – YELLOW-ORANGE	4 – (1 = SLIGHT,  9 = SEVERE)	39	2	14	9	9 – EXCELLENT	1 – BUSH	2 – (1 = SLIGHT,  9 = SEVERE)	4 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	5 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	5 – GREEN
PI_458683	5 – DARK ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	29	2	14	6	9 – EXCELLENT	1 – BUSH	1 – SLIGHT	7 – (1 = SLIGHT,  9 = PRONOUNCED)	9 – EXCELLENT	1 – SLIGHT	6 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_458684	5 – DARK ORANGE	5 – (1 = SLIGHT,  9 = SEVERE)	33	2.8	14	10	9 – EXCELLENT	1 – BUSH	3 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	8 – (1 = POOR,  9 = EXCELLENT)	3 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	5 – GREEN
PI_458685	4 – MEDIUM ORANGE	6 – (1 = SLIGHT,  9 = SEVERE)	45	4.8	22	18	4 – (1 = POOR,  9 = EXCELLENT)	2 – VINE	4 – (1 = SLIGHT,  9 = SEVERE)	5 – (1 = SLIGHT,  9 = PRONOUNCED)	7 – (1 = POOR,  9 = EXCELLENT)	1 – SLIGHT	5 – (1 = POOR,  9 = EXCELLENT)	NA
